car_name,year,selling_price,mileage_km,fuel_type,seller_type,transmission,owner,fuel_efficiency,engine_cc,max_power,torque,seats,fuel_efficiency_num,engine_cc_num,max_power_num,torque_num,brand,car_age,owner_numeric,power_per_cc,log_selling_price,price_category
Fiat Linea Emotion (Diesel),2010,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5.0,20.4,1248.0,91.7,209.0,fiat,14,1,0.0734775641025641,12.487488878546145,Budget
Audi A4 35 TDI Premium Plus,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0,18.25,1968.0,187.74,400.0,audi,8,0,0.09539634146341464,14.711598990684092,Premium
Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,998.0,67.1,90.0,maruti,12,0,0.06723446893787574,12.345834587905333,Budget
Maruti Swift Dzire VDi,2009,275000,90000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,1248.0,73.9,190.0,maruti,15,1,0.059214743589743594,12.524530013005734,Budget
Hyundai Verna CRDi,2007,170000,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,16.8,1493.0,110.0,24.0,hyundai,17,1,0.07367716008037509,12.04355959836804,Budget
Maruti Zen Estilo LXI BSIII,2007,90000,70000,Petrol,Individual,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.2,998.0,67.1,90.0,maruti,17,0,0.06723446893787574,11.407576060361786,Budget
Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,22.32,1582.0,126.3,259.9,hyundai,13,0,0.07983565107458912,13.017005083966255,Budget
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,23.0,1396.0,90.0,22.4,hyundai,15,1,0.06446991404011461,12.644330802262578,Budget
Maruti Swift Dzire VXI,2017,525000,70000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,20.85,1197.0,83.14,115.0,maruti,7,0,0.06945697577276524,13.171155446333852,Mid-range
Maruti Ritz ZDi,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,1248.0,73.94,190.0,maruti,10,2,0.05924679487179487,12.834683971615659,Budget
Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,17.01,1591.0,121.3,154.9,hyundai,7,0,0.07624135763670647,13.527829818844937,Mid-range
Mahindra Xylo D2,2010,160000,255000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,13.0,2489.0,95.0,220.0,mahindra,14,1,0.03816793893129771,11.982935344196433,Budget
Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.444448325847754,Mid-range
Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,2523.0,62.1,195.0,mahindra,9,1,0.02461355529131986,13.199326270390594,Mid-range
Maruti 800 Std,2006,114999,59000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,796.0,37.0,59.0,maruti,18,1,0.04648241206030151,11.652687407345388,Budget
Maruti Alto LX BSIII,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,19,1,0.05816582914572864,11.608244735642321,Budget
Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,1248.0,88.76,200.0,maruti,9,1,0.07112179487179487,13.255146239950099,Mid-range
Maruti Swift Dzire VDI,2012,370000,68000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,1248.0,74.0,190.0,maruti,12,0,0.05929487179487179,12.821260987319457,Budget
Toyota Innova Crysta 2.4 VX MT,2017,1750000,98000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,343Nm@ 1400-2800rpm,7.0,13.68,2393.0,147.51,343.0,toyota,7,0,0.061642290012536564,14.375126917328105,Premium
Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,20.51,998.0,67.0,90.0,maruti,9,1,0.06713426853707415,12.873904582205107,Budget
Chevrolet Sail Hatchback LT ABS,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5.0,22.1,1248.0,76.9,205.0,chevrolet,11,0,0.06161858974358975,12.206077645517674,Budget
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,23.01,999.0,67.0,91.0,renault,7,0,0.06706706706706707,12.611541086966115,Budget
Ford Fiesta 1.4 ZXi Duratec,2011,240000,80000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,16.6,1388.0,68.0,16.3,ford,13,1,0.04899135446685879,12.388398368982115,Budget
Honda Amaze VX O iDTEC,2015,450000,85000,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,1498.0,98.6,200.0,honda,9,0,0.06582109479305741,13.017005083966255,Budget
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,23.0,1498.0,98.96,205.0,ford,6,0,0.06606141522029373,13.710151153416941,Mid-range
Maruti Swift VXI Deca,2016,500000,22947,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,1197.0,81.8,113.0,maruti,8,0,0.0683375104427736,13.122365377402328,Budget
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.2,998.0,67.1,90.0,maruti,17,1,0.06723446893787574,11.350418300109132,Budget
Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71.01 bhp,180.4Nm@ 1750-2500rpm,5.0,24.4,1120.0,71.01,180.4,hyundai,9,0,0.06340178571428572,12.834683971615659,Budget
Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,7,0,0.05929487179487179,13.384729180332174,Mid-range
Maruti Swift Dzire ZDI Plus,2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.02,190.0,maruti,7,0,0.05931089743589743,13.39239204133378,Mid-range
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,17.6,2179.0,153.86,400.0,tata,7,0,0.07061037173015146,14.137594781770806,Premium
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0,15.85,1499.0,110.4,140.0,ford,11,1,0.07364909939959974,13.122365377402328,Budget
Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,1396 CC,85 bhp,"12@ 3,500(kgm@ rpm)",5.0,12.8,1396.0,85.0,12.0,tata,19,1,0.06088825214899714,11.51293546492023,Budget
Chevrolet Spark 1.0 LS,2010,140000,100000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,18.0,995.0,62.0,90.3,chevrolet,14,1,0.062311557788944726,11.849404844423074,Budget
Hyundai i20 1.2 Spotz,2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,1197.0,81.83,114.7,hyundai,6,0,0.06836257309941521,13.25339339419516,Mid-range
Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,First Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5.0,15.26,1150.0,74.9,110.0,chevrolet,14,0,0.0651304347826087,11.736077016252437,Budget
Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,2179.0,140.0,330.0,mahindra,9,1,0.06424965580541533,13.864301674514206,Premium
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,17.0,1197.0,80.0,11.4,hyundai,12,1,0.06683375104427736,12.524530013005734,Budget
Tata Aria Prestige 4x2,2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2197 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,13.7,2197.0,138.1,320.0,tata,11,1,0.06285844333181612,13.017005083966255,Budget
Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,2523.0,62.1,195.0,mahindra,11,0,0.02461355529131986,13.217675375388819,Mid-range
Hyundai Xcent 1.1 CRDi SX,2016,400000,110000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,24.4,1120.0,71.0,180.4,hyundai,8,0,0.06339285714285714,12.899222326086994,Budget
Chevrolet Tavera B1-10 seats BSII,2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10.0,14.8,2499.0,80.0,19.0,chevrolet,14,1,0.03201280512204882,12.54254845357358,Budget
Hyundai Creta 1.6 CRDi SX,2016,900000,110000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,1582.0,126.2,259.9,hyundai,8,0,0.0797724399494311,13.710151153416941,Mid-range
Honda City i DTEC VX,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.1,1498.0,98.6,200.0,honda,10,0,0.06582109479305741,13.304686600863562,Mid-range
Mahindra KUV 100 mFALCON D75 K8,2016,450000,55000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,1198.0,77.0,190.0,mahindra,8,1,0.0642737896494157,13.017005083966255,Budget
Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,21.04,1461.0,83.8,200.0,renault,7,0,0.05735797399041752,13.592368256649284,Mid-range
Maruti Wagon R VXI BS IV,2015,350000,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,998.0,67.04,90.0,maruti,9,1,0.06717434869739479,12.765691290604371,Budget
Tata Indigo VS,2012,110000,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1405 CC,70 bhp,13.5@ 2500(kgm@ rpm),5.0,17.8,1405.0,70.0,13.5,tata,12,1,0.0498220640569395,11.608244735642321,Budget
Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,20.46,1461.0,83.8,200.0,renault,11,0,0.05735797399041752,13.07107218827772,Budget
Hyundai Santro Xing GLS,2008,120000,191000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,17.92,1086.0,62.1,96.1,hyundai,16,0,0.057182320441988954,11.695255355062795,Budget
Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0,14.24,2755.0,174.5,420.0,toyota,6,0,0.0633393829401089,14.914123179965662,Premium
Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,1498.0,98.6,200.0,honda,7,0,0.06582109479305741,13.384729180332174,Mid-range
Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,22.32,1582.0,126.32,259.8,hyundai,12,2,0.07984829329962073,13.017005083966255,Budget
Maruti Alto K10 VXI Airbag,2017,340000,45000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,23.95,998.0,67.1,90.0,maruti,7,0,0.06723446893787574,12.73670383776449,Budget
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,12.99,2494.0,100.6,200.0,toyota,9,0,0.04033680834001604,13.815511557963774,Mid-range
Maruti Alto LX,2009,115999,110000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,15,1,0.05816582914572864,11.661345470088502,Budget
Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,108.5 bhp,240Nm@ 1750rpm,5.0,20.45,1461.0,108.5,240.0,nissan,5,0,0.07426420260095824,13.997832948091215,Premium
Maruti Swift Dzire LDI,2013,385000,180000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,1248.0,74.0,190.0,maruti,11,1,0.05929487179487179,12.861001210669146,Budget
Hyundai i20 Sportz 1.2,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,18.5,1197.0,82.85,113.7,hyundai,12,0,0.06921470342522974,12.611541086966115,Budget
Hyundai Creta 1.6 CRDi SX,2017,1050000,60000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,1582.0,126.2,259.9,hyundai,7,0,0.0797724399494311,13.864301674514206,Premium
Renault KWID 1.0 RXT Optional,2018,320000,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,23.01,999.0,67.0,91.0,renault,6,0,0.06706706706706707,12.676079399771027,Budget
Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,19.1,1197.0,82.0,114.0,hyundai,10,0,0.06850459482038429,13.081543466215237,Budget
Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,11.57,2179.0,138.1,320.0,tata,16,1,0.06337769619091325,13.122365377402328,Budget
Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,Manual,First Owner,13.8 kmpl,1299 CC,70 bhp,"10.7@ 2,500(kgm@ rpm)",5.0,13.8,1299.0,70.0,10.7,ford,19,0,0.05388760585065435,11.918397239722838,Budget
Honda WR-V i-VTEC VX,2017,819999,12000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,17.5,1199.0,88.7,110.0,honda,7,0,0.07397831526271893,13.617059619240436,Mid-range
Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,16,0,0.06266114180478821,12.345834587905333,Budget
Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0,23.08,1461.0,63.1,160.0,nissan,11,0,0.0431895961670089,12.429220196836383,Budget
Maruti Alto LXi,2010,160000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,14,2,0.05816582914572864,11.982935344196433,Budget
Hyundai EON Magna Plus,2017,265000,100000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,7,0,0.06781326781326781,12.487488878546145,Budget
Maruti Baleno Alpha,2016,600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.01,1197.0,81.8,113.0,maruti,8,0,0.0683375104427736,13.304686600863562,Mid-range
Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,16,1,0.06009615384615385,12.468440756144114,Budget
Hyundai Accent Executive,2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5.0,16.36,1495.0,93.7,124.6,hyundai,11,0,0.06267558528428094,12.055255569732177,Budget
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5.0,17.01,1499.0,110.4,136.0,ford,9,0,0.07364909939959974,12.938442943086665,Budget
BMW 5 Series 520d,2008,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48 kmpl,1995 CC,177 bhp,"35.7@ 1,750-3,000(kgm@ rpm)",5.0,18.48,1995.0,177.0,35.7,bmw,16,1,0.0887218045112782,13.910821646859095,Premium
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,16.55,2498.0,105.0,247.0,mahindra,7,0,0.042033626901521216,13.567050480716235,Mid-range
Tata Zest Revotron 1.2T XM,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,17.57,1193.0,88.7,140.0,tata,8,0,0.07435037720033529,12.899222326086994,Budget
Nissan Sunny XV,2011,350000,47000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,16.95,1498.0,97.7,134.0,nissan,13,1,0.06522029372496663,12.765691290604371,Budget
Chevrolet Beat LT,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,18.6,1199.0,79.4,108.0,chevrolet,13,2,0.06622185154295246,11.918397239722838,Budget
Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,21.66,1498.0,108.62,250.0,volkswagen,6,0,0.07251001335113486,13.304686600863562,Mid-range
Maruti Swift Dzire 1.2 Lxi BSIV,2012,350000,72000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,17.5,1197.0,85.8,114.0,maruti,12,1,0.07167919799498747,12.765691290604371,Budget
Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,21.66,1498.0,108.62,250.0,volkswagen,4,0,0.07251001335113486,13.592368256649284,Mid-range
Tata Nexon 1.2 Revotron XM,2018,740000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,17.0,1198.0,108.5,170.0,tata,6,0,0.09056761268781302,13.51440681653079,Mid-range
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,15,2,0.05816582914572864,11.775297421715827,Budget
Mahindra Thar CRDe AC,2014,700000,40000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,16.55,2498.0,105.0,247.0,mahindra,10,1,0.042033626901521216,13.45883704259595,Mid-range
Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,998.0,58.16,77.0,maruti,8,1,0.05827655310621242,12.611541086966115,Budget
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,700000,99000,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7.0,12.99,2494.0,100.0,200.0,toyota,11,0,0.040096230954290296,13.45883704259595,Mid-range
Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,19.4,1194.0,94.93,120.0,ford,5,0,0.07950586264656617,13.42246945133505,Mid-range
Maruti Swift VDI Optional,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.217675375388819,Mid-range
Maruti Omni CNG,2000,80000,100000,CNG,Individual,Manual,Second Owner,10.9 km/kg,796 CC, bhp,,8.0,10.9,796.0,,,maruti,24,1,,11.289794413577894,Budget
Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,15.37,1196.0,73.0,101.0,maruti,7,0,0.061036789297658864,12.873904582205107,Budget
Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,27.28,1047.0,69.0,140.0,tata,6,0,0.0659025787965616,13.017005083966255,Budget
Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,1248.0,88.76,200.0,maruti,11,2,0.07112179487179487,13.081543466215237,Budget
Maruti Swift Dzire VDi,2012,495000,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,1248.0,73.9,190.0,maruti,12,1,0.059214743589743594,13.112315061750808,Budget
Maruti Swift LXI,2017,484999,26000,Petrol,Individual,Manual,Second Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,1197.0,81.8,113.0,maruti,7,1,0.0683375104427736,13.091904169919621,Budget
Honda Amaze S i-Dtech,2015,365000,120000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,1498.0,98.6,200.0,honda,9,0,0.06582109479305741,12.807655372286902,Budget
Renault Duster 85PS Diesel RxE,2016,600000,90000,Diesel,Individual,Manual,Second Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,19.87,1461.0,83.8,200.0,renault,8,1,0.05735797399041752,13.304686600863562,Mid-range
Hyundai Verna Transform CRDi VGT SX ABS,2010,250000,190000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,16.2,1493.0,110.0,24.0,hyundai,14,2,0.07367716008037509,12.429220196836383,Budget
Honda City 2017-2020 GXi,2008,240000,90000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,17.7,1497.0,78.0,12.7,honda,16,1,0.052104208416833664,12.388398368982115,Budget
Maruti Alto 800 LXI,2014,250000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,796.0,47.3,69.0,maruti,10,0,0.059422110552763814,12.429220196836383,Budget
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,11.79,2179.0,120.0,290.0,mahindra,13,1,0.05507113354749885,13.122365377402328,Budget
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,13.2,1495.0,94.0,12.5,hyundai,17,1,0.06287625418060201,11.289794413577894,Budget
Renault KWID RXT,2016,260000,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,799.0,53.3,72.0,renault,8,0,0.06670838548185232,12.468440756144114,Budget
Chevrolet Spark 1.0 LS,2011,150000,40000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,18.0,995.0,62.0,90.3,chevrolet,13,1,0.062311557788944726,11.918397239722838,Budget
Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,17.57,1193.0,88.7,140.0,tata,7,0,0.07435037720033529,12.821260987319457,Budget
